
2.00271606445e-05	0	0
2.00271606445e-05	0	0
0.10187292099	26583024	633458902
0.10187292099	26583024	633458902
0.202533960342	26583024	633458902
0.202533960342	26583024	633458902
0.303473949432	26583024	633458902
0.303473949432	26583024	633458902
0.404412984848	26583024	633458902
0.404412984848	26583024	633458902
0.504891872406	1062	1062
0.504891872406	1062	1062
0.605551958084	3958	3958
0.605551958084	3958	3958
0.706249952316	8302	8302
0.706249952316	8302	8302
0.807503938675	11198	11198
0.807503938675	11198	11198
0.908144950867	11198	11198
0.908144950867	11198	11198
1.00873303413	11646	11646
1.00873303413	11646	11646
1.11046385765	13094	13094
1.11046385765	13094	13094
1.21089696884	18886	18886
1.21089696884	18886	18886
1.31118392944	26126	26126
1.31118392944	26126	26126
1.41195702553	26126	26126
1.41195702553	26126	26126
1.51260781288	29022	29022
1.51260781288	29022	29022
1.61369490623	29022	29022
1.61369490623	29022	29022
1.71427893639	37710	33366
1.71427893639	37710	33366
1.81496787071	47846	47846
1.81496787071	47846	47846
1.91608786583	55086	55086
1.91608786583	55086	55086
2.01661896706	57982	57982
2.01661896706	57982	57982
2.11704087257	62326	62326
2.11704087257	62326	62326
2.21743083	75358	75358
2.21743083	75358	75358
2.31777787209	94182	91286
2.31777787209	94182	91286
2.41868400574	113006	113006
2.41868400574	113006	113006
2.51946401596	113006	113006
2.51946401596	113006	113006
2.62000703812	127486	127486
2.62000703812	127486	127486
2.72049188614	156446	156446
2.72049188614	156446	156446
2.82092404366	191198	191198
2.82092404366	191198	191198
2.92124891281	228846	228846
2.92124891281	228846	228846
3.02178192139	228846	228846
3.02178192139	228846	228846
3.12233996391	250566	253462
3.12233996391	250566	253462
3.22300601006	305590	305590
3.22300601006	305590	305590
3.3235039711	1510	363510
3.3235039711	1510	363510
3.42403888702	34814	26126
3.42403888702	34814	26126
3.52489900589	43502	43502
3.52489900589	43502	43502
3.62534093857	60878	430118
3.62534093857	60878	430118
3.72610592842	91286	117350
3.72610592842	91286	117350
3.82674789429	223054	192646
3.82674789429	223054	192646
3.92717695236	10198	419982
3.92717695236	10198	419982
4.02767896652	240430	444598
4.02767896652	240430	444598
4.12828087807	263598	415638
4.12828087807	263598	415638
4.22908782959	314278	411294
4.22908782959	314278	411294
4.32995295525	383782	362062
4.32995295525	383782	362062
4.43050885201	441702	210022
4.43050885201	441702	210022
4.53123688698	228846	170926
4.53123688698	228846	170926
4.63191699982	215814	201334
4.63191699982	215814	201334
4.73269486427	186854	205678
4.73269486427	186854	205678
4.83314085007	157894	205678
4.83314085007	157894	205678
4.9335129261	166582	62
4.9335129261	166582	62
5.03477883339	176718	14542
5.03477883339	176718	14542
5.13520598412	182510	43502
5.13520598412	182510	43502
5.23572182655	195542	43502
5.23572182655	195542	43502
5.33624386787	214366	43502
5.33624386787	214366	43502
5.43693995476	237534	34814
5.43693995476	237534	34814
5.53776288033	82598	62
5.53776288033	82598	62
5.63827681541	84046	-155827
5.63827681541	84046	-155827
5.73899388313	84046	-155827
5.73899388313	84046	-155827
5.83942604065	84046	-155827
5.83942604065	84046	-155827
5.9400780201	82598	-155827
5.9400780201	82598	-155827
6.0406358242	69566	-155827
6.0406358242	69566	-155827
6.1414039135	84046	-155827
6.1414039135	84046	-155827
6.24234390259	85494	-155827
6.24234390259	85494	-155827
6.34305787086	82598	-155827
6.34305787086	82598	-155827
6.44365596771	84046	-155827
6.44365596771	84046	-155827
6.54414486885	81150	-155827
6.54414486885	81150	-155827
6.64471197128	84046	-155827
6.64471197128	84046	-155827
6.74540996552	81150	-155827
6.74540996552	81150	-155827
6.84646701813	66670	-155827
6.84646701813	66670	-155827
6.94730091095	44950	-155827
6.94730091095	44950	-155827
7.04847097397	33366	-155827
7.04847097397	33366	-155827
7.14908695221	13094	-155827
7.14908695221	13094	-155827
7.25057792664	0	0
7.25057792664	0	0
7.35088896751	0	0
7.35088896751	0	0
7.45161986351	0	0
7.45161986351	0	0
7.55337095261	0	0
7.55337095261	0	0
7.65381598473	0	0
7.65381598473	0	0
7.75468182564	0	0
7.75468182564	0	0
7.85534381866	0	0
7.85534381866	0	0
7.95601391792	0	0
7.95601391792	0	0
8.05698990822	0	0
8.05698990822	0	0
8.15734291077	0	0
8.15734291077	0	0
8.2579498291	0	0
8.2579498291	0	0
8.35946297646	0	0
8.35946297646	0	0
